name,retinue,weapon,shield,armor,ranged,has_tiltyard,size,extra_tags,upkeep_per_retinue,playstyle,tiltyard_mastery,pursuits,military_pursuit_count,domain_count
"KT/Bastard/Heater/Chain [ABFM, PrM, (SInd, EProw, SPie, NCun), Nimble, Rec 6, Serr, Shake+1, Temp]|M9",Knight Templar,Bastard Sword,Heater Shield,Chainmail,,False,25,"ABF,Nimble,Serrated,Immune Blocked,Resolute,Recover 6,Parry,Tempered,Shake +1",700,,False,ABF|Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Gilded Foundry|Hospitaller|Joinery|Master Workshop|Monastery|Pilgrimage Site|Preceptory|Stable|Tannery,9,26
"KT/ShortSword+Longbow/Tower/Cloth (TY) [PrM, (EInd, EProw, SPie, NCun), Enduring, Florentine, ImmU, Nimble, Parry +1, Rec 6, Recover 7, Recover 8, Riposte, Shake+1]|M9",Knight Templar,Short Sword,Tower Shield,Cloth,Longbow,True,25,"Enduring,Parry +1,Nimble,Immune Unwieldy,Recover 8,Immune Blocked,Recover 7,Resolute,Recover 6,Parry,Riposte,Shake +1,Florentine",1500,,False,Abbey|Alchemy|Apothecary|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Grand Tournament|Herb Garden|Hospitaller|Infirmary|Joinery|Monastery|Pilgrimage Site|Preceptory|Tiltyard,9,22
"KT/Morningstar/Tower/Chain [PrM, (EInd, EProw, SPie, NCun), Nimble, Rec 6, Recover 8, Shake+1]|M9",Knight Templar,Morningstar,Tower Shield,Chainmail,,False,25,"Nimble,Recover 6,Recover 8,Parry,Immune Blocked,Shake +1,Resolute",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,22
"KT/Pike/Cloth [PrM, (RInd, EProw, SPie, RCun), Enduring, Nimble, Poison, Rec 6, Recover 7, Recover 8, Shake+1]|M9",Knight Templar,Pike,,Cloth,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Resolute,Poison,Recover 6,Parry,Shake +1",1800,,False,Abbey|Academy|Alchemy|Apothecary|Blacksmith|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Monastery|Pilgrimage Site|Preceptory|Stable|Toxicarium,9,22
"KT/Flail+Longbow/Tower/FullPlate (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1, Temp]|M9",Knight Templar,Flail,Tower Shield,Full Plate,Longbow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Tempered,Shake +1,Florentine",1200,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Gilded Foundry|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/Arming/FullPlate (DW) [RoPaM, PrM, (EInd, SProw, SPie, NCun), DW, Florentine, ImmU, Nimble, Parry +1, Rec 6, Riposte, Shake+1, Temp]|M9",Knight Templar,Arming Sword,,Full Plate,,True,25,"Parry +1,Nimble,Immune Unwieldy,Immune Blocked,Immune Strain,Resolute,Recover 6,Parry,Tempered,Drilled,Riposte,Dual Wield,Shake +1,Florentine",1600,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Gilded Foundry|Grand Tournament|Hospitaller|Monastery|Pilgrimage Site|Preceptory|Royal Pavilion|Tannery|Tiltyard,9,26
"KT/Cavalry Spear/Targe/Cloth [PrM, (RInd, EProw, SPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M9",Knight Templar,Cavalry Spear,Targe Shield,Cloth,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Resolute,Recover 6,Parry,Shake +1",1000,,False,Abbey|Alchemy|Animal Husbandry|Apothecary|Blacksmith|Butchery|Carpentry|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,19
"KT/Pike+HuntBow/Cloth (TY) [RoPaM, PrM, (RInd, SProw, SPie, NCun), Enduring, Florentine, ImmU, Nimble, Parry +1, Rec 6, Recover 7, Recover 8, Riposte, Shake+1]|M9",Knight Templar,Pike,,Cloth,Hunting Bow,True,25,"Enduring,Parry +1,Nimble,Immune Unwieldy,Recover 8,Immune Blocked,Recover 7,Immune Strain,Resolute,Recover 6,Parry,Drilled,Riposte,Shake +1,Florentine",1700,,False,Abbey|Alchemy|Apothecary|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Grand Tournament|Herb Garden|Hospitaller|Infirmary|Monastery|Pilgrimage Site|Preceptory|Royal Pavilion|Tiltyard,9,23
"KT/FarmTools/Kite/Chain [PrM, (RInd, EProw, SPie, NCun), Nimble, Parry +1, Rec 6, Recover 8, Riposte, Shake+1]|M9",Knight Templar,Farm Tools,Kite Shield,Chainmail,,False,25,"Parry +1,Nimble,Recover 8,Immune Blocked,Resolute,Recover 6,Parry,Riposte,Shake +1",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Furnace|Grand Tournament|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,19
"KT/Cudgel/Cloth [PrM, (EInd, EProw, SPie, RCun), Enduring, Nimble, Poison, Rec 6, Recover 7, Recover 8, Serr, Shake+1]|M9",Knight Templar,Cudgel,,Cloth,,False,25,"Enduring,Nimble,Recover 8,Serrated,Immune Blocked,Recover 7,Resolute,Poison,Recover 6,Parry,Shake +1",1600,,False,Abbey|Academy|Alchemy|Apothecary|Blacksmith|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Master Workshop|Monastery|Pilgrimage Site|Preceptory|Toxicarium,9,25
"KT/Arming/Kite/Chain [PrM, (RInd, EProw, SPie, NCun), Nimble, Rec 6, Recover 8, Shake+1]|M9",Knight Templar,Arming Sword,Kite Shield,Chainmail,,False,25,"Nimble,Recover 6,Recover 8,Parry,Immune Blocked,Shake +1,Resolute",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,19
"KT/Spears+Longbow/Tower/Leather (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Spears,Tower Shield,Leather,Longbow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1400,,False,Abbey|Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/Spears+Javelin/Tower/Chain (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Spears,Tower Shield,Chainmail,Javelin,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1200,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/2HBastard/Chain [PrM, (EInd, EProw, SPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M9",Knight Templar,2HBastard,,Chainmail,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Resolute,Recover 6,Parry,Shake +1",1000,,False,Abbey|Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Butchery|Conditioning Field|Forge|Furnace|Herb Garden|Hospitaller|Infirmary|Monastery|Pilgrimage Site|Preceptory|Stable|Tannery,9,22
"KT/Cavalry Spear/Targe/Leather [RoPaM, PrM, (RInd, SProw, SPie, NCun), Enduring, Parry +1, Rec 6, Recover 7, Recover 8, Shake+1]|M9",Knight Templar,Cavalry Spear,Targe Shield,Leather,,False,25,"Enduring,Parry +1,Recover 8,Immune Blocked,Recover 7,Immune Strain,Resolute,Recover 6,Parry,Drilled,Shake +1",1500,,False,Abbey|Alchemy|Animal Husbandry|Apothecary|Blacksmith|Carpentry|Furnace|Grand Tournament|Herb Garden|Hospitaller|Infirmary|Joinery|Monastery|Pilgrimage Site|Preceptory|Royal Pavilion|Tannery|Tiltyard,9,23
"KT/FarmTools/Kite/FullPlate [PrM, (EInd, EProw, SPie, NCun), Nimble, Rec 6, Recover 8, Shake+1, Temp]|M9",Knight Templar,Farm Tools,Kite Shield,Full Plate,,False,25,"Nimble,Recover 8,Immune Blocked,Resolute,Recover 6,Parry,Tempered,Shake +1",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Gilded Foundry|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,22
"KT/Bastard+Longbow/Tower/Cloth (TY) [PrM, (EInd, EProw, SPie, NCun), Enduring, Florentine, ImmU, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M9",Knight Templar,Bastard Sword,Tower Shield,Cloth,Longbow,True,25,"Enduring,Nimble,Immune Unwieldy,Recover 8,Immune Blocked,Recover 7,Resolute,Recover 6,Parry,Shake +1,Florentine",1500,,False,Abbey|Alchemy|Apothecary|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Herb Garden|Hospitaller|Infirmary|Joinery|Monastery|Pilgrimage Site|Preceptory|Tiltyard,9,22
"KT/Morningstar+Crossbow/Tower/Leather (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Morningstar,Tower Shield,Leather,Crossbow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1400,,False,Abbey|Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/ShortSword+HuntBow/Kite/Cloth (TY) [PrM, (RInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Short Sword,Kite Shield,Cloth,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1200,,False,Abbey|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,19
"KT/Arming/Tower/FullPlate [PrM, (EInd, EProw, SPie, NCun), Nimble, Rec 6, Recover 8, Shake+1, Temp]|M9",Knight Templar,Arming Sword,Tower Shield,Full Plate,,False,25,"Nimble,Recover 8,Immune Blocked,Resolute,Recover 6,Parry,Tempered,Shake +1",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Gilded Foundry|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,22
"KT/Arming+Crossbow/FullPlate (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1, Temp]|M9",Knight Templar,Arming Sword,,Full Plate,Crossbow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Tempered,Shake +1,Florentine",1400,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Gilded Foundry|Hospitaller|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/Flail+Crossbow/Chain (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Flail,,Chainmail,Crossbow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1400,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Hospitaller|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/Spears/Targe/Cloth [PrM, (EInd, EProw, SPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Serr, Shake+1]|M9",Knight Templar,Spears,Targe Shield,Cloth,,False,25,"Enduring,Nimble,Recover 8,Serrated,Immune Blocked,Recover 7,Resolute,Recover 6,Parry,Shake +1",1500,,False,Abbey|Alchemy|Apothecary|Blacksmith|Carpentry|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Joinery|Master Workshop|Monastery|Pilgrimage Site|Preceptory|Stable,9,22
"KT/ShortSword/Kite/Chain [PrM, (RInd, EProw, SPie, NCun), Nimble, Rec 6, Recover 8, Shake+1]|M9",Knight Templar,Short Sword,Kite Shield,Chainmail,,False,25,"Nimble,Recover 6,Recover 8,Parry,Immune Blocked,Shake +1,Resolute",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,19
"KT/Flail+HuntBow/Kite/FullPlate (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Parry +1, Rec 6, Riposte, Shake+1, Temp]|M9",Knight Templar,Flail,Kite Shield,Full Plate,Hunting Bow,True,25,"Parry +1,Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Tempered,Riposte,Shake +1,Florentine",1200,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Gilded Foundry|Grand Tournament|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/Daggers+Crossbow/FullPlate (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1, Temp]|M9",Knight Templar,Daggers,,Full Plate,Crossbow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Tempered,Shake +1,Florentine",1400,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Gilded Foundry|Hospitaller|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/Morningstar+Javelin/Tower/Chain (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Morningstar,Tower Shield,Chainmail,Javelin,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1200,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/Flail/Kite/Leather [PrM, OuInPoI, (RInd, EProw, SPie, SCun), Rec 6, Recover 8, Shake+1]|M9",Knight Templar,Flail,Kite Shield,Leather,,False,25,"Recover 8,Immune Blocked,Resolute,Outrider: once,confers:Strain,Recover 6,Parry,confers:Blocked,Shake +1",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Furnace|Herb Garden|Hospitaller|Joinery|Monastery|Outrider Intercept Post|Pilgrimage Site|Preceptory|Tannery,9,29
"KT/Lance/Kite/Leather [RoPaM, PrM, (EInd, SProw, SPie, NCun), Enduring, Parry +1, Rec 6, Recover 7, Recover 8, Shake+1]|M9",Knight Templar,Lance,Kite Shield,Leather,,False,25,"Enduring,Parry +1,Recover 8,Immune Blocked,Recover 7,Immune Strain,Resolute,Recover 6,Parry,Drilled,Shake +1",1300,,False,Abbey|Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Forge|Furnace|Grand Tournament|Herb Garden|Hospitaller|Infirmary|Joinery|Monastery|Pilgrimage Site|Preceptory|Royal Pavilion|Tannery|Tiltyard,9,26
"KT/Spears/Kite/FullPlate [PrM, (EInd, EProw, SPie, NCun), Nimble, Rec 6, Recover 8, Shake+1, Temp]|M9",Knight Templar,Spears,Kite Shield,Full Plate,,False,25,"Nimble,Recover 8,Immune Blocked,Resolute,Recover 6,Parry,Tempered,Shake +1",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Gilded Foundry|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,22
"KT/WarHammer+HuntBow/Cloth (TY) [PrM, (EInd, EProw, SPie, NCun), Enduring, Florentine, ImmU, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M9",Knight Templar,War Hammer,,Cloth,Hunting Bow,True,25,"Enduring,Nimble,Immune Unwieldy,Recover 8,Immune Blocked,Recover 7,Resolute,Recover 6,Parry,Shake +1,Florentine",1700,,False,Abbey|Alchemy|Apothecary|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Herb Garden|Hospitaller|Infirmary|Monastery|Pilgrimage Site|Preceptory|Tiltyard,9,22
"KT/BattleAxe/Cloth [PrM, (RInd, EProw, SPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Shake+1]|M9",Knight Templar,Battle Axe,,Cloth,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Resolute,Recover 6,Parry,Shake +1",1200,,False,Abbey|Alchemy|Animal Husbandry|Apothecary|Blacksmith|Butchery|Conditioning Field|Furnace|Herb Garden|Hospitaller|Infirmary|Monastery|Pilgrimage Site|Preceptory|Stable|Tannery,9,19
"KT/Longbow/Leather [PrM, (NInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Farm Tools,,Leather,Longbow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1600,,False,Abbey|Animal Husbandry|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Hospitaller|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,16
"KT/Spears+Crossbow/Tower/Cloth (TY) [PrM, MiMiStI, (EInd, SProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Spears,Tower Shield,Cloth,Crossbow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,MaxInit3,Resolute,Recover 6,Seize: first,Parry,Init +1,Shake +1,Florentine",1600,,False,Abbey|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Hospitaller|Joinery|Ministry of Military Strategy|Monastery|Pilgrimage Site|Preceptory|Tiltyard,9,26
"KT/Spears+Javelin/Tower/Leather (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Spears,Tower Shield,Leather,Javelin,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1400,,False,Abbey|Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/2HBastard/Gothic [ABFM, PrM, (SInd, EProw, SPie, NCun), Enduring, Nimble, Rec 6, Recover 7, Recover 8, Serr, Shake+1, Temp]|M9",Knight Templar,2HBastard,,Gothic Plate,,False,25,"Enduring,ABF,Nimble,Recover 8,Serrated,Immune Blocked,Recover 7,Resolute,Recover 6,Parry,Tempered,Shake +1",800,,False,ABF|Abbey|Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Conditioning Field|Forge|Furnace|Gilded Foundry|Herb Garden|Hospitaller|Infirmary|Master Workshop|Monastery|Pilgrimage Site|Preceptory|Stable|Tannery,9,26
"KT/Morningstar/Heater/Leather [ABFM, PrM, (SInd, EProw, SPie, NCun), Nimble, Rec 6, Serr, Shake+1, Temp]|M9",Knight Templar,Morningstar,Heater Shield,Leather,,False,25,"ABF,Nimble,Serrated,Immune Blocked,Resolute,Recover 6,Parry,Tempered,Shake +1",700,,False,ABF|Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Gilded Foundry|Hospitaller|Joinery|Master Workshop|Monastery|Pilgrimage Site|Preceptory|Stable|Tannery,9,26
"KT/2HBastard+HuntBow/Cloth (TY) [RoPaI, PrM, (EInd, SProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,2HBastard,,Cloth,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Immune Strain,Resolute,Recover 6,Parry,Shake +1,Florentine",1800,,False,Abbey|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Hospitaller|Monastery|Pilgrimage Site|Preceptory|Royal Pavilion|Tiltyard,9,26
"KT/Javelin/Chain [PrM, (RInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Farm Tools,,Chainmail,Javelin,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1400,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Hospitaller|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,19
"KT/Cavalry Spear/Buckler/Chain [PrM, (RInd, EProw, SPie, NCun), Nimble, Rec 6, Recover 8, Shake+1]|M9",Knight Templar,Cavalry Spear,Buckler Shield,Chainmail,,False,25,"Nimble,Recover 6,Recover 8,Parry,Immune Blocked,Shake +1,Resolute",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,19
"KT/WarHammer+HuntBow/Leather (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,War Hammer,,Leather,Hunting Bow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1600,,False,Abbey|Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Hospitaller|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/BattleAxe/Chain [PrM, MiMiStI, (RInd, SProw, SPie, NCun), Enduring, Rec 6, Recover 7, Recover 8, Shake+1]|M9",Knight Templar,Battle Axe,,Chainmail,,False,25,"Enduring,Recover 8,Immune Blocked,MaxInit3,Recover 7,Resolute,Recover 6,Seize: first,Parry,Init +1,Shake +1",1000,,False,Abbey|Alchemy|Animal Husbandry|Apothecary|Armory|Blacksmith|Butchery|Furnace|Herb Garden|Hospitaller|Infirmary|Ministry of Military Strategy|Monastery|Pilgrimage Site|Preceptory|Stable|Tannery,9,23
"KT/Spears/Tower/Chain [PrM, (EInd, EProw, SPie, NCun), Nimble, Rec 6, Recover 8, Shake+1]|M9",Knight Templar,Spears,Tower Shield,Chainmail,,False,25,"Nimble,Recover 6,Recover 8,Parry,Immune Blocked,Shake +1,Resolute",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,22
"KT/ShortSword/Targe/Chain [PrM, (RInd, EProw, SPie, NCun), Nimble, Rec 6, Recover 8, Shake+1]|M9",Knight Templar,Short Sword,Targe Shield,Chainmail,,False,25,"Nimble,Recover 6,Recover 8,Parry,Immune Blocked,Shake +1,Resolute",1400,,False,Abbey|Animal Husbandry|Apothecary|Armory|Blacksmith|Carpentry|Conditioning Field|Furnace|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,19
"KT/Spears+Longbow/Targe/Leather (TY) [PrM, (RInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Rec 6, Shake+1]|M9",Knight Templar,Spears,Targe Shield,Leather,Longbow,True,25,"Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Shake +1,Florentine",1400,,False,Abbey|Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Furnace|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,19
"KT/ShortSword/Tower/Leather [PrM, (EInd, EProw, SPie, NCun), Nimble, Rec 6, Recover 8, Shake+1]|M9",Knight Templar,Short Sword,Tower Shield,Leather,,False,25,"Nimble,Recover 6,Recover 8,Parry,Immune Blocked,Shake +1,Resolute",1600,,False,Abbey|Animal Husbandry|Apothecary|Blacksmith|Carpentry|Conditioning Field|Forge|Furnace|Herb Garden|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery,9,22
"KT/FarmTools/Buckler/Cloth [PrM, (RInd, EProw, SPie, RCun), Enduring, Nimble, Poison, Rec 6, Recover 7, Recover 8, Shake+1]|M9",Knight Templar,Farm Tools,Buckler Shield,Cloth,,False,25,"Enduring,Nimble,Recover 8,Immune Blocked,Recover 7,Resolute,Poison,Recover 6,Parry,Shake +1",1600,,False,Abbey|Academy|Alchemy|Apothecary|Carpentry|Conditioning Field|Herb Garden|Hospitaller|Infirmary|Joinery|Monastery|Pilgrimage Site|Preceptory|Stable|Toxicarium,9,22
"KT/Spears+HuntBow/Tower/Leather (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Parry +1, Rec 6, Riposte, Shake+1]|M9",Knight Templar,Spears,Tower Shield,Leather,Hunting Bow,True,25,"Parry +1,Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Riposte,Shake +1,Florentine",1400,,False,Abbey|Animal Husbandry|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Grand Tournament|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
"KT/Arming+Javelin/Tower/FullPlate (TY) [PrM, (EInd, EProw, SPie, NCun), Florentine, ImmU, Nimble, Parry +1, Rec 6, Riposte, Shake+1, Temp]|M9",Knight Templar,Arming Sword,Tower Shield,Full Plate,Javelin,True,25,"Parry +1,Nimble,Immune Unwieldy,Immune Blocked,Resolute,Recover 6,Parry,Tempered,Riposte,Shake +1,Florentine",1200,,False,Abbey|Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Conditioning Field|Fletchery|Forge|Furnace|Gilded Foundry|Grand Tournament|Hospitaller|Joinery|Monastery|Pilgrimage Site|Preceptory|Tannery|Tiltyard,9,22
