name,retinue,weapon,shield,armor,ranged,tiltyard,size,tags,playstyle,wins,losses,mut_wipe,indecisive,n_battles,win_rate,loss_rate,decisive_rate,decisive_win_rate,avg_self_survivors,avg_opp_survivors,kill_efficiency,upkeep_per_retinue,army_upkeep,wins_per_1000_upkeep,military_pursuit_count,domain_count,pursuits
"MaA/Lance3/Scutum/Chain [Cond+1, ApoHeal, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,Lance3,Scutum Shield,Chainmail,,False,50,"Apothecary Heal,Cond Field,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,54103,1550,20699,798,77150,0.7013,0.0201,0.9897,0.9721,26.69,0.51,26.18,1200,60000,901.72,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Forge|Hospitaller|Infirmary|Joinery|MWRend|Preceptory|Stable|Tannery
"MaA/Cavalry Spear/Scutum/Chain [Cond+1, ApoHeal, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,Cavalry Spear,Scutum Shield,Chainmail,,False,50,"Apothecary Heal,Cond Field,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,46800,2735,26843,772,77150,0.6066,0.0355,0.9900,0.9448,22.77,0.80,21.97,1200,60000,780.00,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Forge|Hospitaller|Infirmary|Joinery|MWRend|Preceptory|Stable|Tannery
"MaA/2HBastard/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Regen 5, Reroll]",Man-at-Arms,2HBastard,,Full Plate,,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Unshakable",Random,52328,1818,22214,790,77150,0.6783,0.0236,0.9898,0.9664,24.37,0.64,23.73,1400,70000,747.54,7,22,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery
"MaA/WarHammer/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Regen 5, Reroll]",Man-at-Arms,War Hammer,,Full Plate,,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Unshakable",Random,39578,3973,32772,827,77150,0.5130,0.0515,0.9893,0.9088,17.76,1.26,16.49,1400,70000,565.40,7,22,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery
"MaA/Bastard/Tower/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Regen 5, Reroll]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Unshakable",Random,39761,3856,32771,762,77150,0.5154,0.0500,0.9901,0.9116,21.80,1.97,19.83,1200,60000,662.68,9,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Forge|Gilded Foundry|Hospitaller|Infirmary|Joinery|Preceptory|Tannery
"MaA/Longbow/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Regen 5, Reroll]",Man-at-Arms,,,Full Plate,Longbow,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Unshakable",Random,64744,190,11476,740,77150,0.8392,0.0025,0.9904,0.9971,32.86,0.39,32.48,1200,60000,1079.07,9,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery
"MaA/Crossbow/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Regen 5, Reroll]",Man-at-Arms,,,Full Plate,Crossbow,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Unshakable",Random,39728,3979,32718,725,77150,0.5149,0.0516,0.9906,0.9090,17.84,1.37,16.47,1200,60000,662.13,9,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery
"MaA/Crossbow/Tower/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Regen 5, Reroll]",Man-at-Arms,,Tower Shield,Full Plate,Crossbow,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Unshakable",Random,39712,3865,32732,841,77150,0.5147,0.0501,0.9891,0.9113,21.79,2.19,19.60,1000,50000,794.24,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Joinery|Preceptory|Tannery
"MaA/2HBastard+Longbow/FullPlate (TY) [Cond+1, ApoHeal, GF, Unshakable, ImmU, Regen 5, Reroll]",Man-at-Arms,2HBastard,,Full Plate,Longbow,True,50,"Apothecary Heal,Cond Field,GF Armor,Immune Unwieldy,Regenerate 5,Regenerate Reroll,Unshakable",Random,54023,1545,20803,779,77150,0.7002,0.0200,0.9899,0.9722,25.71,0.56,25.15,1200,60000,900.38,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery|Tiltyard
"MaA/2HBastard+Javelin/FullPlate (TY) [Cond+1, ApoHeal, GF, Unshakable, ImmU, Regen 5, Reroll]",Man-at-Arms,2HBastard,,Full Plate,Javelin,True,50,"Apothecary Heal,Cond Field,GF Armor,Immune Unwieldy,Regenerate 5,Regenerate Reroll,Unshakable",Random,52238,1788,22386,738,77150,0.6771,0.0232,0.9904,0.9669,24.46,0.59,23.87,1200,60000,870.63,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery|Tiltyard
"MaA/2HBastard+Crossbow/FullPlate (TY) [Cond+1, ApoHeal, GF, Unshakable, ImmU, Regen 5, Reroll]",Man-at-Arms,2HBastard,,Full Plate,Crossbow,True,50,"Apothecary Heal,Cond Field,GF Armor,Immune Unwieldy,Regenerate 5,Regenerate Reroll,Unshakable",Random,50304,1985,24067,794,77150,0.6520,0.0257,0.9897,0.9620,23.37,0.68,22.69,1200,60000,838.40,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery|Tiltyard
"MaA/Morningstar+Crossbow/FullPlate (TY) [Cond+1, ApoHeal, GF, Unshakable, ImmU, Regen 5, Reroll]",Man-at-Arms,Morningstar,,Full Plate,Crossbow,True,50,"Apothecary Heal,Cond Field,GF Armor,Immune Unwieldy,Regenerate 5,Regenerate Reroll,Unshakable",Random,48061,2226,26056,807,77150,0.6230,0.0289,0.9895,0.9557,22.05,0.68,21.37,1200,60000,801.02,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery|Tiltyard
"MaA/WarHammer+Longbow/FullPlate (TY) [Cond+1, ApoHeal, GF, Unshakable, ImmU, Regen 5, Reroll]",Man-at-Arms,War Hammer,,Full Plate,Longbow,True,50,"Apothecary Heal,Cond Field,GF Armor,Immune Unwieldy,Regenerate 5,Regenerate Reroll,Unshakable",Random,46129,2585,27684,752,77150,0.5979,0.0335,0.9903,0.9469,21.32,0.56,20.76,1200,60000,768.82,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery|Tiltyard
"MaA/WarHammer+Javelin/FullPlate (TY) [Cond+1, ApoHeal, GF, Unshakable, ImmU, Regen 5, Reroll]",Man-at-Arms,War Hammer,,Full Plate,Javelin,True,50,"Apothecary Heal,Cond Field,GF Armor,Immune Unwieldy,Regenerate 5,Regenerate Reroll,Unshakable",Random,43947,2991,29424,788,77150,0.5696,0.0388,0.9898,0.9363,20.12,0.66,19.45,1200,60000,732.45,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery|Tiltyard
"MaA/WarHammer+Crossbow/FullPlate (TY) [Cond+1, ApoHeal, GF, Unshakable, ImmU, Regen 5, Reroll]",Man-at-Arms,War Hammer,,Full Plate,Crossbow,True,50,"Apothecary Heal,Cond Field,GF Armor,Immune Unwieldy,Regenerate 5,Regenerate Reroll,Unshakable",Random,42297,3222,30847,784,77150,0.5482,0.0418,0.9898,0.9292,19.29,0.76,18.53,1200,60000,704.95,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery|Tiltyard
"MaA/Lance+Crossbow/FullPlate (TY) [Cond+1, ApoHeal, GF, Unshakable, ImmU, Regen 5, Reroll]",Man-at-Arms,Lance,,Full Plate,Crossbow,True,50,"Apothecary Heal,Cond Field,GF Armor,Immune Unwieldy,Regenerate 5,Regenerate Reroll,Unshakable",Random,51956,1732,22691,771,77150,0.6734,0.0224,0.9900,0.9677,24.34,0.54,23.80,1200,60000,865.93,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Stable|Tannery|Tiltyard
"MaA/Lance3+Crossbow/FullPlate (TY) [Cond+1, ApoHeal, GF, Unshakable, ImmU, Regen 5, Reroll]",Man-at-Arms,Lance3,,Full Plate,Crossbow,True,50,"Apothecary Heal,Cond Field,GF Armor,Immune Unwieldy,Regenerate 5,Regenerate Reroll,Unshakable",Random,51992,1703,22661,794,77150,0.6739,0.0221,0.9897,0.9683,24.36,0.55,23.81,1200,60000,866.53,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Stable|Tannery|Tiltyard
"MaA/Cavalry Spear+Crossbow/FullPlate (TY) [Cond+1, ApoHeal, GF, Unshakable, ImmU, Regen 5, Reroll]",Man-at-Arms,Cavalry Spear,,Full Plate,Crossbow,True,50,"Apothecary Heal,Cond Field,GF Armor,Immune Unwieldy,Regenerate 5,Regenerate Reroll,Unshakable",Random,45337,2862,28146,805,77150,0.5876,0.0371,0.9896,0.9406,20.95,0.83,20.13,1200,60000,755.62,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Stable|Tannery|Tiltyard
"MaA/2HBastard/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,2HBastard,,Full Plate,,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,53012,1810,21580,748,77150,0.6871,0.0235,0.9903,0.9670,24.71,0.60,24.10,1200,60000,883.53,8,22,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Gilded Foundry|Hospitaller|Infirmary|MWRend|Preceptory|Tannery
"MaA/WarHammer/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,War Hammer,,Full Plate,,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,39648,3970,32713,819,77150,0.5139,0.0515,0.9894,0.9090,17.74,1.25,16.49,1200,60000,660.80,8,22,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Gilded Foundry|Hospitaller|Infirmary|MWRend|Preceptory|Tannery
"MaA/Bastard/Tower/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,Bastard Sword,Tower Shield,Full Plate,,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,39737,3855,32743,815,77150,0.5151,0.0500,0.9894,0.9116,21.82,2.00,19.82,1000,50000,794.74,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Forge|Gilded Foundry|Hospitaller|Infirmary|Joinery|MWRend|Preceptory|Tannery
"MaA/Longbow/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,,,Full Plate,Longbow,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,67549,192,8678,731,77150,0.8756,0.0025,0.9905,0.9972,34.35,0.36,33.98,1000,50000,1350.98,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|MWRend|Preceptory|Tannery
"MaA/Crossbow/FullPlate [Cond+1, ApoHeal, GF, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,,,Full Plate,Crossbow,False,50,"Apothecary Heal,Cond Field,GF Armor,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,39640,3979,32720,811,77150,0.5138,0.0516,0.9895,0.9088,17.89,1.43,16.45,1000,50000,792.80,10,22,Animal Husbandry|Apothecary|Armory|Carpentry|Coliseum|Fletchery|Forge|Gilded Foundry|Hospitaller|Infirmary|MWRend|Preceptory|Tannery
"MaA/2HBastard/Chain [Poison, Cond+1, ApoHeal, Unshakable, Regen 5, Reroll]",Man-at-Arms,2HBastard,,Chainmail,,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll,Unshakable",Random,62754,700,12977,719,77150,0.8134,0.0091,0.9907,0.9890,28.01,0.45,27.55,1600,80000,784.42,9,25,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Hospitaller|Infirmary|Preceptory|Tannery|Toxicarium
"MaA/WarHammer/Chain [Poison, Cond+1, ApoHeal, Unshakable, Regen 5, Reroll]",Man-at-Arms,War Hammer,,Chainmail,,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll,Unshakable",Random,47943,2967,25447,793,77150,0.6214,0.0385,0.9897,0.9417,19.72,0.77,18.95,1600,80000,599.29,9,25,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Hospitaller|Infirmary|Preceptory|Tannery|Toxicarium
"MaA/2HBastard/Chain [Poison, Cond+1, ApoHeal, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,2HBastard,,Chainmail,,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,65158,635,10631,726,77150,0.8446,0.0082,0.9906,0.9903,29.16,0.43,28.73,1400,70000,930.83,10,25,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Hospitaller|Infirmary|MWRend|Preceptory|Tannery|Toxicarium
"MaA/WarHammer/Chain [Poison, Cond+1, ApoHeal, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,War Hammer,,Chainmail,,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,47841,2930,25591,788,77150,0.6201,0.0380,0.9898,0.9423,19.71,0.75,18.96,1400,70000,683.44,10,25,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Hospitaller|Infirmary|MWRend|Preceptory|Tannery|Toxicarium
"MaA/2HBastard/FullPlate [Poison, Cond+1, ApoHeal, GF, Unshakable, Regen 5, Reroll]",Man-at-Arms,2HBastard,,Full Plate,,False,50,"Apothecary Heal,Cond Field,GF Armor,Poison,Regenerate 5,Regenerate Reroll,Unshakable",Random,56018,1224,19178,730,77150,0.7261,0.0159,0.9905,0.9786,26.23,0.51,25.72,1400,70000,800.26,9,25,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery|Toxicarium
"MaA/WarHammer/FullPlate [Poison, Cond+1, ApoHeal, GF, Unshakable, Regen 5, Reroll]",Man-at-Arms,War Hammer,,Full Plate,,False,50,"Apothecary Heal,Cond Field,GF Armor,Poison,Regenerate 5,Regenerate Reroll,Unshakable",Random,39646,3969,32737,798,77150,0.5139,0.0514,0.9897,0.9090,17.74,1.24,16.49,1400,70000,566.37,9,25,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Gilded Foundry|Hospitaller|Infirmary|Preceptory|Tannery|Toxicarium
"MaA/2HBastard/FullPlate [Poison, Cond+1, ApoHeal, GF, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,2HBastard,,Full Plate,,False,50,"Apothecary Heal,Cond Field,GF Armor,Poison,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,56889,1202,18321,738,77150,0.7374,0.0156,0.9904,0.9793,26.68,0.51,26.17,1200,60000,948.15,10,25,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Gilded Foundry|Hospitaller|Infirmary|MWRend|Preceptory|Tannery|Toxicarium
"MaA/WarHammer/FullPlate [Poison, Cond+1, ApoHeal, GF, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,War Hammer,,Full Plate,,False,50,"Apothecary Heal,Cond Field,GF Armor,Poison,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,39637,3968,32758,787,77150,0.5138,0.0514,0.9898,0.9090,17.73,1.23,16.49,1200,60000,660.62,10,25,Animal Husbandry|Apothecary|Armory|Coliseum|Forge|Gilded Foundry|Hospitaller|Infirmary|MWRend|Preceptory|Tannery|Toxicarium
Sgt/2HBastard/Chain,Sergeant,2HBastard,,Chainmail,,False,50,,Random,60562,48940,9167,781,119450,0.5070,0.4097,0.9935,0.5531,12.24,9.22,3.02,2100,105000,576.78,5,12,Animal Husbandry|Armory|Forge|Tannery|War College
Sgt/WarHammer/Chain,Sergeant,War Hammer,,Chainmail,,False,50,,Random,42270,65650,10675,855,119450,0.3539,0.5496,0.9928,0.3917,7.87,13.30,-5.43,2100,105000,402.57,5,12,Animal Husbandry|Armory|Forge|Tannery|War College
Sgt/Crossbow/Chain,Sergeant,,,Chainmail,Crossbow,False,50,,Random,38685,69383,10506,876,119450,0.3239,0.5809,0.9927,0.3580,7.14,15.18,-8.04,1900,95000,407.21,7,12,Animal Husbandry|Armory|Carpentry|Fletchery|Forge|Tannery|War College
"Sgt/2HBastard+Javelin/Chain (TY) [ImmU, Cond+1]",Sergeant,2HBastard,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy",Random,72037,33908,12650,855,119450,0.6031,0.2839,0.9928,0.6799,15.03,6.96,8.07,1900,95000,758.28,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Tannery|Tiltyard|War College
"Sgt/2HBastard+Crossbow/Chain (TY) [ImmU, Cond+1]",Sergeant,2HBastard,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy",Random,68609,37052,12928,861,119450,0.5744,0.3102,0.9928,0.6493,14.19,7.80,6.38,1900,95000,722.20,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Tannery|Tiltyard|War College
"Sgt/Morningstar+Crossbow/Chain (TY) [ImmU, Cond+1]",Sergeant,Morningstar,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy",Random,56337,46398,15889,826,119450,0.4716,0.3884,0.9931,0.5484,11.13,10.86,0.28,1900,95000,593.02,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Tannery|Tiltyard|War College
"Sgt/WarHammer+Javelin/Chain (TY) [ImmU, Cond+1]",Sergeant,War Hammer,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy",Random,57547,44684,16314,905,119450,0.4818,0.3741,0.9924,0.5629,11.24,9.56,1.68,1900,95000,605.76,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Tannery|Tiltyard|War College
"Sgt/WarHammer+Crossbow/Chain (TY) [ImmU, Cond+1]",Sergeant,War Hammer,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy",Random,54898,46954,16697,901,119450,0.4596,0.3931,0.9925,0.5390,10.66,10.64,0.03,1900,95000,577.87,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Tannery|Tiltyard|War College
Sgt/Lance/Scutum/Chain,Sergeant,Lance,Scutum Shield,Chainmail,,False,50,,Random,61141,37757,19717,835,119450,0.5119,0.3161,0.9930,0.6182,14.94,5.63,9.31,1900,95000,643.59,7,12,Animal Husbandry|Armory|Carpentry|Forge|Joinery|Stable|Tannery|War College
Sgt/Lance3/Scutum/Chain,Sergeant,Lance3,Scutum Shield,Chainmail,,False,50,,Random,61368,37460,19808,814,119450,0.5138,0.3136,0.9932,0.6210,14.96,5.60,9.36,1900,95000,645.98,7,12,Animal Husbandry|Armory|Carpentry|Forge|Joinery|Stable|Tannery|War College
Sgt/Cavalry Spear/Scutum/Chain,Sergeant,Cavalry Spear,Scutum Shield,Chainmail,,False,50,,Random,46031,51228,21354,837,119450,0.3854,0.4289,0.9930,0.4733,11.67,9.45,2.22,1900,95000,484.54,7,12,Animal Husbandry|Armory|Carpentry|Forge|Joinery|Stable|Tannery|War College
"Sgt/Lance+Crossbow/Chain (TY) [ImmU, Cond+1]",Sergeant,Lance,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy",Random,67965,36218,14424,843,119450,0.5690,0.3032,0.9929,0.6524,14.00,7.29,6.71,1900,95000,715.42,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Stable|Tannery|Tiltyard|War College
"Sgt/Lance3+Crossbow/Chain (TY) [ImmU, Cond+1]",Sergeant,Lance3,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy",Random,68112,36272,14215,851,119450,0.5702,0.3037,0.9929,0.6525,14.03,7.32,6.71,1900,95000,716.97,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Stable|Tannery|Tiltyard|War College
"Sgt/Cavalry Spear+Crossbow/Chain (TY) [ImmU, Cond+1]",Sergeant,Cavalry Spear,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy",Random,53913,46861,17842,834,119450,0.4513,0.3923,0.9930,0.5350,10.97,10.52,0.45,1900,95000,567.51,9,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Stable|Tannery|Tiltyard|War College
"Sgt/Lance+Javelin/Scutum/Chain (TY) [ImmU, Cond+1]",Sergeant,Lance,Scutum Shield,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy",Random,85673,12267,20679,831,119450,0.7172,0.1027,0.9930,0.8747,20.46,2.44,18.02,1700,85000,1007.92,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Joinery|Stable|Tannery|Tiltyard|War College
"Sgt/Lance3+Javelin/Scutum/Chain (TY) [ImmU, Cond+1]",Sergeant,Lance3,Scutum Shield,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy",Random,85445,12393,20780,832,119450,0.7153,0.1038,0.9930,0.8733,20.42,2.46,17.96,1700,85000,1005.24,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Joinery|Stable|Tannery|Tiltyard|War College
"Sgt/Cavalry Spear+Javelin/Scutum/Chain (TY) [ImmU, Cond+1]",Sergeant,Cavalry Spear,Scutum Shield,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy",Random,72175,17220,29192,863,119450,0.6042,0.1442,0.9928,0.8074,16.87,3.55,13.32,1700,85000,849.12,10,12,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Joinery|Stable|Tannery|Tiltyard|War College
"Sgt/2HBastard/Chain [MaxInit3, Seize:1st]",Sergeant,2HBastard,,Chainmail,,False,50,"MaxInit3,Seize: first",Random,56922,38613,6007,758,102300,0.5564,0.3774,0.9926,0.5958,13.95,8.25,5.69,2100,105000,542.11,6,16,Animal Husbandry|Armory|Forge|Ministry|Tannery|War College
"Sgt/WarHammer/Chain [MaxInit3, Seize:1st]",Sergeant,War Hammer,,Chainmail,,False,50,"MaxInit3,Seize: first",Random,43429,50525,7527,819,102300,0.4245,0.4939,0.9920,0.4622,9.61,10.72,-1.11,2100,105000,413.61,6,16,Animal Husbandry|Armory|Forge|Ministry|Tannery|War College
"Sgt/Crossbow/Chain [MaxInit3, Seize:1st]",Sergeant,,,Chainmail,Crossbow,False,50,"MaxInit3,Seize: first",Random,39598,54866,6978,858,102300,0.3871,0.5363,0.9916,0.4192,8.69,12.68,-3.99,1900,95000,416.82,8,16,Animal Husbandry|Armory|Carpentry|Fletchery|Forge|Ministry|Tannery|War College
"Sgt/2HBastard+Javelin/Chain (TY) [ImmU, MaxInit3, Seize:1st, Cond+1]",Sergeant,2HBastard,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,MaxInit3,Seize: first",Random,65313,24563,11647,777,102300,0.6384,0.2401,0.9924,0.7267,16.74,5.88,10.86,1900,95000,687.51,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Tannery|Tiltyard|War College
"Sgt/2HBastard+Crossbow/Chain (TY) [ImmU, MaxInit3, Seize:1st, Cond+1]",Sergeant,2HBastard,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,Seize: first",Random,64524,25329,11655,792,102300,0.6307,0.2476,0.9923,0.7181,16.41,5.99,10.41,1900,95000,679.20,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Tannery|Tiltyard|War College
"Sgt/Morningstar+Crossbow/Chain (TY) [ImmU, MaxInit3, Seize:1st, Cond+1]",Sergeant,Morningstar,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,Seize: first",Random,53963,33028,14520,789,102300,0.5275,0.3229,0.9923,0.6203,13.03,8.47,4.57,1900,95000,568.03,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Tannery|Tiltyard|War College
"Sgt/WarHammer+Javelin/Chain (TY) [ImmU, MaxInit3, Seize:1st, Cond+1]",Sergeant,War Hammer,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy,MaxInit3,Seize: first",Random,53407,32627,15469,797,102300,0.5221,0.3189,0.9922,0.6208,12.67,7.92,4.75,1900,95000,562.18,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Tannery|Tiltyard|War College
"Sgt/WarHammer+Crossbow/Chain (TY) [ImmU, MaxInit3, Seize:1st, Cond+1]",Sergeant,War Hammer,,Chainmail,Crossbow,True,50,"Cond Field,Immune Unwieldy,MaxInit3,Seize: first",Random,53212,33263,14974,851,102300,0.5202,0.3252,0.9917,0.6153,12.63,8.15,4.48,1900,95000,560.13,10,16,Animal Husbandry|Armory|Carpentry|Coliseum|Fletchery|Forge|Ministry|Tannery|Tiltyard|War College
"Sgt/Lance/Scutum/Chain [MaxInit3, Seize:1st]",Sergeant,Lance,Scutum Shield,Chainmail,,False,50,"MaxInit3,Seize: first",Random,56578,33000,11950,772,102300,0.5531,0.3226,0.9925,0.6316,16.74,5.56,11.17,1900,95000,595.56,8,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|Ministry|Stable|Tannery|War College
"Sgt/Lance3/Scutum/Chain [MaxInit3, Seize:1st]",Sergeant,Lance3,Scutum Shield,Chainmail,,False,50,"MaxInit3,Seize: first",Random,56485,32854,12130,831,102300,0.5522,0.3212,0.9919,0.6323,16.76,5.55,11.21,1900,95000,594.58,8,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|Ministry|Stable|Tannery|War College
"Sgt/Cavalry Spear/Scutum/Chain [MaxInit3, Seize:1st]",Sergeant,Cavalry Spear,Scutum Shield,Chainmail,,False,50,"MaxInit3,Seize: first",Random,44240,45168,12072,820,102300,0.4325,0.4415,0.9920,0.4948,13.41,9.59,3.82,1900,95000,465.68,8,16,Animal Husbandry|Armory|Carpentry|Forge|Joinery|Ministry|Stable|Tannery|War College
